"FxMean","FxMin","FxMax","FyMean","FyMin","FyMax","Fx2Mean","Fx2Min","Fx2Max","Fy2Mean","Fy2Min","Fy2Max","FzMean","FzMin","FzMax","MxMean","MxMin","MxMax","MyMean","MyMin","MyMax","MzMean","MzMin","MzMax","Body","Keel","Frequency","Speed","NetWorkX","NetWorkY","NetWorkZ"
0.0463378204823511,-0.281244553431727,0.364938800900832,-0.122253752733459,-0.595012241584901,0.35535677482015,0.134149893171182,-0.169060795293953,0.429656261763761,-0.0716141050479735,-0.431609710451374,0.419079953505151,-0.157121039032278,-0.80928223434269,0.505318688360915,0.000276481225477479,-0.00101462998491978,0.0015638862625342,-0.00129775792566689,-0.0140473752636301,0.0106148801290453,-8.28224858358847e-05,-0.00279774903496895,0.00232887651602602,"D","40","0.5","10",2.68767180294526,-1.42538129546892,-3.13283921644688
0.104962307353695,-0.907331772622541,0.975723622204718,-0.578118396810453,-1.94258017343804,0.661338320551211,0.305299021862124,-0.628864510727936,1.05984676268848,-0.458744020358102,-1.62332128733336,0.82026153302538,-0.705102279517978,-2.50920681365545,0.972987465789482,0.00103949661523666,-0.00202701150913236,0.00412260004318465,-0.00281214729123514,-0.0349812709733265,0.0333584124460054,-0.000103478097505887,-0.00606852401415015,0.00609706089640335,"D","40","0.5","20",6.07146460482181,-9.24614488024599,-14.2149440159774
0.215851743708499,-1.89688970163013,2.03336403016861,-1.26816089255135,-3.74840349436031,1.21516998622418,0.625359470819926,-1.22054329389477,2.15317619560574,-1.01698332268862,-3.19147520304571,1.51892581078371,-1.53488229694952,-4.91725059505736,1.82133151207348,0.0022053402894922,-0.00393514571034391,0.00843126072207687,-0.00615164285680861,-0.0708843820452693,0.0685166473610009,-0.000391785887067495,-0.0115294835144192,0.0117020940697573,"D","40","0.5","30",12.5233569489064,-20.3232181273488,-30.6630113230494
-0.149095630920738,-2.14969695683067,1.43439016590413,0.00879091852791176,-1.95837761176629,2.20390622161291,0.0124617849355264,-2.18744180411988,2.15828149513922,0.085747231971613,-2.25783033966579,2.43643859552669,-0.00535648705009139,-2.68787103566933,2.93549784240989,5.6789214574465e-05,-0.00525486795309442,0.00498224991535394,0.00499937843098435,-0.0550323841891965,0.0747981766741653,0.00070029507788223,-0.0103306020054725,0.0119551457353703,"D","40","1.5","10",0.116745645428523,0.630631302675397,-0.00164764533820971
-0.154686711597758,-2.36758207266333,2.0150220597839,-0.483589730916254,-3.46831270173507,2.76961803445398,-0.0177125354496362,-2.79930132115282,3.0352342994251,-0.304472697732074,-3.74774670111677,3.31923968508123,-0.618486864245728,-4.69642734120237,3.758722648296,0.00100529200122461,-0.00691884857999054,0.0085299385760997,0.00566714164922075,-0.0825065810566068,0.0906723485812582,0.000997165816897481,-0.0171196881380835,0.0180678515312557,"D","40","1.5","20",-0.123462618988356,-2.13069615384666,-4.3290579634413
-0.144487424186395,-3.26567748829702,2.94503254962231,-1.20049350903143,-5.00442813172944,3.22877356028222,-0.0153345042103672,-3.71379396005457,4.15069873515693,-0.860748797639298,-5.49921163509175,4.25059466240685,-1.482730698558,-6.66593408662305,4.49364477319274,0.00220509861460661,-0.00861999187564678,0.0117135957935146,0.00588864234432258,-0.114216429925947,0.118324339250731,0.00127721031383656,-0.0220143786645134,0.0225349154464314,"D","40","1.5","30",-0.112745812543068,-6.03078965402528,-10.3860407115171
0.00108399891954776,-0.784163275681262,0.937280639599812,-0.0630623550605796,-1.20681592311385,1.26744378885741,0.0190940446134909,-0.701062407124331,0.821852192952149,-0.0745886457250097,-0.937087756852197,1.17177833219217,-0.0831230588492386,-1.63812738430656,1.71329846792953,0.000149574303694069,-0.00307301535935608,0.00300126292050932,0.000218027936816887,-0.0365059514339829,0.030150172458476,0.000125919871313113,-0.00702613541229073,0.00625868754304451,"D","40","1","10",0.214298400347246,-0.705226453073692,-0.7691378907341
0.0488586130801845,-1.25265900246506,1.62037178555462,-0.491325646226945,-2.42366726693331,1.79519615354407,0.147190971471843,-1.31467989676447,1.48601471073817,-0.503182724843073,-2.11263694400092,1.65204610706639,-0.601262588884013,-3.21019294175804,2.50582700218372,0.000889301184261519,-0.00478459323165355,0.00559676109368668,-0.00116125583277698,-0.0632634488589908,0.0481082129191348,3.96220419426756e-05,-0.0121962359363599,0.0101264560225397,"D","40","1","20",1.4444588142851,-5.07379330857657,-6.07649496507292
0.0708204640814384,-2.41208307534256,2.56562544141425,-1.22943398820217,-4.09038966981538,2.48665488220691,0.363514196867428,-2.37588408150237,2.30557206796466,-1.16771176520525,-3.6706615981716,2.13729241763111,-1.49940156425078,-5.40149174909574,3.49373070101774,0.00218285647932845,-0.00676327204385252,0.00936779373802906,-0.00139123788794331,-0.0939228977711013,0.085473285187587,0.000236330506043291,-0.0164776591792818,0.0154585202403138,"D","40","1","30",3.64648135366497,-11.6725123947108,-14.9909737469825
-0.268293263074953,-9.49924936850548,3.52320188783971,0.276181529413643,-7.65654450179138,6.72477544561801,-0.660730428641183,-7.8409075660618,3.06069416386937,0.0425091785187752,-5.61202830553312,4.44815845122441,0.323920736733598,-10.490104595793,8.97211061071293,-0.000463127288031162,-0.0161796167540873,0.0206001559340975,0.00887293325763184,-0.126536197047446,0.324816420917417,0.00118337020714452,-0.0211376765446842,0.048210624307789,"D","40","2.5","10",-2.62443959135339,0.205019283055833,1.36392015463514
