t,Fx,Fy,Fz,Mx,My,Mz
0.0,0.912366463582496,1.4215898003541403,1.2008355102447457,0.001377669557277886,-0.04548433779333161,-0.011896636534393866
0.001453171831238696,1.295810534398536,1.3113475527726584,1.3587432346252388,-0.000347345207537683,-0.051781330095272526,-0.010381577733815749
0.002905336613050448,1.0399602193045419,1.4588742938004904,1.4099340877441353,0.0003076693260118642,-0.05305439590070771,-0.014137619372368892
0.004358508444289144,1.3655248421835702,1.518561192985671,1.4121056041625923,0.0006216689229950586,-0.05497037975643204,-0.011165591154159148
0.005811680275527841,0.8116555947470467,1.6933030571900778,1.5971825561431832,0.00044365266645404484,-0.04188227264736222,-0.011321626800955375
0.007264852106308583,0.7269588250326913,1.6032224383317404,1.6797166309265084,-0.0006093374236479125,-0.04445731251094864,-0.013617641489864428
0.00871802393754728,1.27946002666233,1.8666578021012716,1.7649662933258004,0.00044066218966695454,-0.05088737218235062,-0.010187627945006926
0.010171195768785975,0.290846778790931,2.0421115841828756,1.9335322818664498,0.00041465919772240307,-0.03370735778067635,-0.013556642655194838
0.011624367600024672,0.33816833678958824,1.781249114509719,1.932936473837275,-0.0012503290331914744,-0.03131025268290566,-0.011739595059217055
0.013077539431263366,0.48798222724674156,1.8648758616410666,2.0429624757675118,-0.001494336013402017,-0.030450362549763185,-0.009498613152564605
0.01453071126204411,0.7415579098868172,1.7545693602525168,2.119577451696772,-0.002654335067327293,-0.03703634052131699,-0.009707661542953093
0.015983883093282806,0.771070076863746,1.6636933770142965,2.355396314611811,-0.004756333610694083,-0.03863228468750046,-0.010117568273008902
0.0174370549245215,0.6197931307959359,1.828149029251235,2.285496517172236,-0.003360347195248278,-0.029266420589428407,-0.007283578824163516
0.018889219706333255,0.5878151196646493,1.6803549017869406,2.3315872392562813,-0.004576333869899782,-0.029442384676676255,-0.007731551501811583
0.02034239153757195,0.9453047055411141,1.8298079457246237,2.51093546961822,-0.004781334732378992,-0.03842731176469849,-0.007918586220503886
0.021795563368810646,0.7345510262656014,2.2335419740640097,2.5179684600738472,-0.0022763326547100863,-0.03744235246036576,-0.01004064009702309
0.023248735200049345,0.5347412366080087,1.9910159792863302,2.446740194311518,-0.0033893374043509087,-0.028965338902216416,-0.008175551157356341
0.024701907030830087,0.3463115233588021,1.8615934338532858,2.4537307462600655,-0.004245339731405648,-0.02569532378171013,-0.008795656461180289
0.026155078862068783,0.539446427266578,2.0900231089555197,2.3195064506439156,-0.0018903343721285186,-0.03252837045643853,-0.009931567322374423
0.027608250693307478,0.28273482505557945,1.8966181960069113,2.370154901495356,-0.0034483245822593293,-0.026916380809288484,-0.010190557885826667
0.02906142252454617,0.521781517903785,2.1361842837296896,2.533474131575007,-0.0030483427240505538,-0.02914034558985756,-0.008436610188246806
0.030514594355326916,1.0157416600394051,1.893253394600051,2.685276552191157,-0.005583338976557525,-0.03553734703515099,-0.005612636648030122
0.03196776618656561,0.28493888561008385,1.7259784426652365,2.561856552114863,-0.005812336529324921,-0.023894410418014985,-0.008605561882169087
0.03346726227587333,0.8398633736777108,2.0653591837846212,2.3339914522079415,-0.0021703323132350764,-0.035054433928471074,-0.007555646087885936
0.034920434106654075,1.193637921254615,1.992735930915969,2.700831457128901,-0.005023334246779951,-0.041637267755012974,-0.006532625958235104
0.03637360593789277,0.8978505868124764,1.786305734153884,2.672079368582148,-0.006143332297633561,-0.03520134447668122,-0.006855551816434701
0.037826777769131466,1.1359112996268075,1.7321544375382834,2.347417398443598,-0.0043063360049381575,-0.04231234996173905,-0.0075566416717181995
0.03927994960037016,1.3999286431479256,1.7989781584702902,2.3201536378768868,-0.0037063353943630776,-0.04692636041496323,-0.006686603847802718
0.04073312143160886,1.033824278752784,1.8984237399064474,2.3678914747146553,-0.003390336946304115,-0.041646372364502415,-0.008483662001700242
0.0421862932623896,1.0822206277060311,2.0195360865556173,2.16689352606811,-0.0013043308413579783,-0.04318037985418366,-0.008702603366137584
0.04363845804465931,1.1346746224570077,1.7980319943391256,2.1847498855499214,-0.0027533346570089183,-0.04792942463014649,-0.010412604745389064
0.04509162987589801,1.1802349824118417,2.141307660576003,2.026907726278681,0.00043267377028319027,-0.04920527695272492,-0.010568606864572604
