t,Fx,Fy,Fz,Mx,My,Mz
0.0,-1.6128387483315467,-2.653152957686772,-2.9619764316674484,0.002386874673015812,0.06630739094731568,0.01391471527997231
0.001418194035039922,-1.564928713675022,-2.506945625075688,-3.320073508083464,0.005644883182890156,0.06607328997967003,0.014325691168343778
0.002836388070079844,-1.5681087406830787,-2.819633022078862,-3.4939636219140304,0.004821877148992756,0.0672303688716626,0.01490367740873074
0.004253599295338031,-1.9370543988900184,-3.240937724837651,-3.64491166955197,0.003141882051772812,0.07656047390815972,0.015170700629389043
0.005671793330377953,-2.0642557176308634,-3.11332942558228,-4.0835517871972336,0.0067918777140447886,0.08081631260034798,0.015709748272931333
0.0070899873654178755,-1.9495999845223426,-3.0189147145837447,-4.099954985439421,0.0075408808561632425,0.07492937045213936,0.01412872575703835
0.008508181400457797,-2.0063465865807535,-3.0700965077966353,-3.766986750423552,0.004983886298782566,0.07970445500728844,0.015871748109495397
0.009926375435497719,-2.4991908105568887,-3.095002666243901,-4.056445978939177,0.0066838917928406984,0.09133434938308953,0.0157176999050734
0.011344569470537642,-2.235816124315739,-3.221331134566655,-4.044618510067107,0.005834881370014885,0.0857213501822686,0.016112703611290212
0.012762763504683703,-2.4006652864174844,-3.2518029363244674,-4.025481127559782,0.005490871300048569,0.0905814086091256,0.016560677220260854
0.014180957539723626,-2.6210550101952554,-3.048291698226323,-4.195948981105925,0.007813877579815129,0.09934044526932,0.018238652278816457
0.015599151574763546,-2.9733597072319986,-3.4078865201562545,-4.205171011745573,0.005574886840827206,0.1093913679015374,0.019070667927300687
0.017017345609803468,-3.17397654377985,-3.4311781079858443,-4.404964827358366,0.006679871273286083,0.11747443573591469,0.020683679510986562
0.01843553964484339,-3.441636684771061,-3.2907390744775435,-4.579852961361052,0.008633870785183647,0.12735032932874918,0.022359668989813085
0.01985275087010158,-3.9506937297539713,-3.631368175277104,-4.705917261898161,0.007227882896609047,0.14405049281236887,0.024615712245142217
0.021270944905141503,-4.455049637194157,-3.9421954305261275,-5.105833433925749,0.00779888142371867,0.16130730407354593,0.027181692202722783
0.02273533098383346,-4.870315435762882,-4.116992011794438,-5.727293394863249,0.010704887253291348,0.17475335197565317,0.028875760515367742
0.02415352501887338,-5.253942373629093,-4.517769828566899,-6.222717665493132,0.0113458718779156,0.18974649803755045,0.03177471809569573
0.025571719053913304,-5.898192766542912,-5.234749809035649,-6.781507872402312,0.010400875625259617,0.21125151114580393,0.03482967593256211
0.026989913088953228,-6.458920839663029,-5.637807384261479,-7.581054114162566,0.013031884250290135,0.22867233948824167,0.03677768983427262
0.028407124314211413,-6.849578264589787,-5.93807365013062,-8.312696837246062,0.01586487625265811,0.24279533224222422,0.039120748420393224
0.029825318349251336,-7.579426649446964,-6.431959644088139,-8.873702429592253,0.01631689552689288,0.2664432962429261,0.042177736540472265
0.03124351238429126,-8.228742006655215,-6.9621186406701705,-9.609849356472136,0.01772387993062232,0.2864163656723237,0.0443586816686747
0.03266170641933118,-8.442382696505069,-7.656147495040288,-10.451026343166472,0.01888589483226035,0.2925304909240937,0.04488167517367577
0.0340799004543711,-8.524967077608585,-8.14209796501099,-11.213282965480925,0.020824886080867987,0.29672346906778574,0.046001683701908345
0.03549809448941102,-8.813973787661075,-8.497768893966068,-11.708022497951628,0.021772875604278784,0.30785535173532724,0.04810268037501549
0.036916288524450946,-9.05956971966791,-9.210344806441654,-12.30918922311032,0.021225885641820173,0.3157505233776307,0.04915475078407502
0.038334482559490866,-8.987788561220645,-9.539440646895756,-12.960315131008269,0.023479887438065748,0.3123063583862519,0.048296663691437
0.039752676593636925,-8.748599890108585,-9.812393680343021,-13.372763060390593,0.024532879856474142,0.304827405978415,0.04745276622954583
0.04117087062867685,-8.476458910341739,-10.116004482039799,-13.595775984584929,0.024125897479302626,0.29866443472025156,0.04768771283808922
0.04258906466371677,-8.14301288449335,-10.297665134200443,-13.846575163662077,0.02473989982629512,0.2855284352791047,0.04514573492590165
0.04400627588897496,-7.438778761263371,-10.40337611747681,-13.993709944545866,0.02517789524520133,0.26393057303545236,0.04284574069563126
0.04542446992401488,-6.804169062014103,-10.358076587447513,-13.934776686489226,0.025212886896974783,0.24280932443258524,0.03993365891758179
0.04684266395905481,-6.261587503786564,-10.200038448104252,-13.745560072719694,0.025093863871938925,0.2233065356504655,0.03671165533844208
0.04826085799409472,-5.493577364321232,-10.007669940718998,-13.406458281337859,0.024224867266661863,0.19853146271822214,0.033581755836641546
0.04967905202913465,-4.629672649736881,-9.673171535262455,-12.94975032693112,0.023520874944574575,0.16827739672777414,0.028851724942362066
0.05109724606417457,-3.7047978671746256,-9.082275882491459,-12.265795134365202,0.022875906121976118,0.14071251349565744,0.02618568555000996
0.052515440099214494,-3.038665893908024,-8.595588222274174,-11.565740011989714,0.021492879060156088,0.1159853626978135,0.02182765655699944
0.053978843368124724,-2.1446431907372476,-7.876280322799077,-10.587138556301237,0.019752892819292288,0.08587138252374886,0.017512656529581304
0.055397037403164644,-1.2631627353386878,-7.145355716475835,-9.590658568203093,0.017939889025933485,0.05812232838985681,0.014231726308500524
0.05681523143820456,-0.6086022885994911,-6.39460326744019,-8.544864081203581,0.015912874755508642,0.035137387831184856,0.010592741673028226
0.05823342547324448,0.13170540011358267,-5.383600726851811,-7.45374145394528,0.015180892464763859,0.013151390385303488,0.008455746588444467
0.059651619508284404,0.7046679226202965,-4.699348941573491,-6.258304976284148,0.011745873061067799,-0.007741508166816244,0.004900723477041479
0.061069813543324324,1.1633144584937096,-3.9806003720849654,-5.08270873910153,0.008591874656326512,-0.021785688679244526,0.003389757839178797
0.06248800757836425,1.3959675995154381,-3.071182742843022,-4.073335551082732,0.00774088517302964,-0.03376264227512122,0.0001346988278982603
0.06390620161340417,1.7028161255164147,-2.2268400342553756,-3.0963343608971847,0.006637882595009545,-0.04243564708116294,-0.0005562531154992617
0.0653243956484441,1.463882800702572,-1.7186255605310103,-2.374211691677214,0.005057885465271214,-0.03801361573817969,-0.0012553476121666468
0.06674258968259016,1.688382264737606,-1.2536342294305465,-1.5684341419335617,0.0026708814921448023,-0.04211658341768027,-0.0006042851459624804
0.0681598009087422,1.7469536033911706,-0.6694302709191939,-0.8083755004998459,0.0013358832011589796,-0.04410370914223433,-0.0009243087701889313
0.06957799494378213,1.2050574985785485,-0.06721927238403769,-0.4651490676995529,0.002789881234116295,-0.03149565039160491,-0.0012312966723384893
0.07099618897792818,0.7166638342185021,0.373776540032039,0.0025475990179764096,0.0023558746697971613,-0.014813684951093207,0.0011886998686549627
0.07241438301296811,0.13024806654882437,0.32382486747802286,0.4370876323584305,-0.0009151062322190016,0.0028033190411066913,0.0029666933837888204
0.07383257704800802,-0.021291437979221284,0.25136767314971475,0.4154814254645096,-0.0012761250463655203,0.0091963074174261,0.0043476910937187635
